Order Number,Customer Number,Region,Item Number,Item Description LOOKUP,Backlog Quantity,Backlog USD,Order Date,Salesperson Code,Intercompany
O44529,C09000,EMEA,I512340,Slow cooker #1,1,$360.57,10/13/2023,S32,Intercompany
O44533,C01104,EMEA,I201258,Fire pot #1,1,$322.50,11/13/2022,S30,Intercompany
O44541,C04605,EMEA,I303336,Hot plate #1,1,$374.82,2/13/2023,S77,Intercompany
O44549,C00585,EMEA,I136500,Corn roaster #1,1,$783.73,10/13/2023,S36,Not IC
O44549,C00585,EMEA,I136258,Communal oven #1,1,$317.61,10/13/2023,S36,Not IC
O44551,C07523,EMEA,I135000,Clome oven #2,1,$400.59,10/13/2023,S36,Not IC
O44589,C05908,LATAM,I133336,Beehive oven #1,1,$437.57,10/16/2023,S57,Not IC
O44589,C05908,LATAM,I135001,Combi steamer #3,1,$333.35,10/16/2023,S57,Not IC
O44597,C03254,LATAM,I134336,Cheesemelter #2,1,$271.25,10/16/2023,S69,Not IC
O44597,C03254,LATAM,I202258,Flattop grill #2,1,$176.66,10/16/2023,S69,Not IC
O44601,C02524,N. America,I135001,Combi steamer #3,1,$550.11,10/16/2023,S09,Not IC
O44601,C02524,N. America,I133336,Beehive oven #1,1,$549.91,10/16/2023,S09,Not IC
O44601,C02524,N. America,I134330,Chapati maker #1,1,$168.66,10/16/2023,S09,Not IC
O44613,C03583,EMEA,I290258,Thermal immersion circulator #3,1,$79.31,11/16/2022,S30,Intercompany
O44619,C07523,EMEA,I303258,Hibachi #2,1,$349.61,4/16/2023,S36,Not IC
O44641,C08163,N. America,I295330,Convection oven #2,1,$560.30,1/16/2022,S09,Not IC
O44651,C00579,LATAM,I303258,Hibachi #2,1,$439.37,11/16/2022,S09,Not IC
O44673,C04040,EMEA,I512340,Slow cooker #1,3,$101.72,10/17/2023,S30,Intercompany
O44675,C03254,LATAM,I920617,Corn roaster #2,5,$286.13,12/17/2022,S69,Not IC
O44675,C03254,LATAM,I302610,Griddle #3,10,$187.76,12/17/2022,S69,Not IC
O44695,C07063,N. America,I302258,Fire pot #3,6,$232.16,10/18/2023,S21,Not IC
O44697,C07063,N. America,I302610,Griddle #3,13,$976.12,1/18/2023,S21,Not IC
O44699,C00575,LATAM,I303000,Halogen oven #1,1,$112.31,2/18/2023,S45,Intercompany
O44701,C02650,APAC,I302336,Flattop grill #1,2,$532.71,4/18/2023,S59,Intercompany
O44701,C02650,APAC,I302336,Flattop grill #1,2,$517.90,4/18/2023,S59,Intercompany
O44701,C02650,APAC,I302336,Flattop grill #1,2,$485.49,4/18/2023,S59,Intercompany
O44701,C02650,APAC,I303000,Halogen oven #1,2,$216.06,4/18/2023,S59,Intercompany
O44703,C02650,APAC,I201258,Fire pot #1,2,$620.44,11/18/2022,S59,Intercompany
O44709,C03254,LATAM,I922558,Deep fryer #1,1,$224.94,1/18/2023,S69,Not IC
O44711,C04625,LATAM,I136608,Crepe maker #2,1,$458.87,10/18/2023,S70,Not IC
O44711,C04625,LATAM,I133336,Beehive oven #1,1,$388.68,10/18/2023,S70,Not IC
O44713,C00581,EMEA,I350258,Mess kit #2,1,$681.86,10/18/2023,S60,Not IC
O44715,C02650,APAC,I201258,Fire pot #1,1,$322.50,4/18/2023,S59,Intercompany
O44729,C00571,EMEA,I260258,Sous-vide cooker #1,6,$184.53,4/18/2023,S32,Intercompany
O44729,C00571,EMEA,I300258,Crepe maker #1,2,$75.84,4/18/2023,S32,Intercompany
O44733,C02446,N. America,I920617,Corn roaster #2,1,$148.45,3/18/2023,S10,Not IC
O44733,C02446,N. America,I920617,Corn roaster #2,1,$148.45,3/18/2023,S10,Not IC
O44769,C03254,LATAM,I930258,Electric cooker #3,10,$176.66,10/19/2023,S69,Not IC
O44769,C03254,LATAM,I202336,Hot box (appliance) #1,1,$83.13,10/19/2023,S69,Not IC
O44771,C00567,EMEA,I303258,Hibachi #2,1,$313.76,1/19/2022,S32,Intercompany
O44775,C01672,LATAM,I201258,Fire pot #1,3,$909.76,11/19/2022,S45,Intercompany
O44789,C05782,N. America,I300259,Deep fryer #2,12,$140.76,12/19/2022,S10,Not IC
O44797,C04543,EMEA,I239000,Popcorn maker #3,1,$827.68,12/19/2022,S30,Intercompany
O44803,C02898,N. America,I302258,Fire pot #3,6,$272.89,10/19/2023,S06,Not IC
O44803,C02898,N. America,I302610,Griddle #3,12,$253.76,10/19/2023,S06,Not IC
O44837,C00558,EMEA,I135000,Clome oven #2,1,$550.36,10/20/2023,S32,Intercompany
O44837,C00558,EMEA,I133336,Beehive oven #1,1,$348.82,10/20/2023,S32,Intercompany
O44841,C06571,N. America,I539608,Turkey fryer #1,2,$428.77,10/20/2023,S21,Not IC
O44843,C04945,LATAM,I302258,Fire pot #3,3,$174.22,11/20/2022,S67,Not IC
O44843,C04945,LATAM,I302258,Fire pot #3,3,$112.86,11/20/2022,S67,Not IC
O44843,C04945,LATAM,I350610,Pressure cooker #3,3,$105.05,11/20/2022,S67,Not IC
O44843,C04945,LATAM,I302610,Griddle #3,6,$104.95,11/20/2022,S67,Not IC
O44843,C04945,LATAM,I290258,Thermal immersion circulator #3,1,$88.37,11/20/2022,S67,Not IC
O44853,C00555,EMEA,I135000,Clome oven #2,1,$457.98,3/20/2023,S32,Intercompany
O44853,C00555,EMEA,I133336,Beehive oven #1,1,$348.82,3/20/2023,S32,Intercompany
O44857,C00554,N. America,I512500,Solar cooker #2,1,$202.63,11/20/2022,S10,Not IC
O44869,C02141,EMEA,I302336,Flattop grill #1,1,$276.90,3/23/2023,S32,Intercompany
O44869,C02141,EMEA,I302336,Flattop grill #1,1,$269.20,3/23/2023,S32,Intercompany
O44869,C02141,EMEA,I303000,Halogen oven #1,1,$150.16,3/23/2023,S32,Intercompany
O44881,C00552,APAC,I512500,Solar cooker #2,1,$159.83,1/23/2023,S59,Intercompany
O44899,C00789,N. America,IFT4330,Reflector oven #1,1,$180.99,3/23/2022,S05,Not IC
O44929,C04198,EMEA,I293330,Chocolatera #2,1,$295.59,2/23/2023,S30,Intercompany
O44967,C00544,LATAM,I350610,Pressure cooker #3,10,$565.19,10/24/2023,S45,Intercompany
O44967,C00544,LATAM,I350260,Microwave oven #3,1,$430.77,10/24/2023,S45,Intercompany
O44967,C00544,LATAM,I350000,Kitchener range #3,1,$256.21,10/24/2023,S45,Intercompany
O44967,C00544,LATAM,I350330,Oven #2,1,$138.53,10/24/2023,S45,Intercompany
O44971,C00585,EMEA,I303000,Halogen oven #1,1,$160.26,3/24/2023,S36,Not IC
O44983,C00543,EMEA,I136500,Corn roaster #1,1,$734.31,1/24/2023,S32,Intercompany
O44995,C00541,EMEA,I950617,Hot plate #3,2,$285.35,11/24/2022,S30,Intercompany
O45009,C05724,N. America,I242500,Rotimatic #2,1,$307.25,2/24/2022,S04,Not IC
O45015,C06119,LATAM,IFT4356,Roasting jack #1,1,$278.16,11/24/2022,S22,Not IC
O45023,C06162,LATAM,I302610,Griddle #3,10,$169.98,12/25/2022,S33,Not IC
O45033,C00537,N. America,I205330,Kitchener range #1,1,$917.56,1/25/2023,S09,Not IC
O45033,C00537,N. America,I202330,Hibachi #3,1,$220.28,1/25/2023,S09,Not IC
O45043,C05853,N. America,I520328,Stove #2,2,$140.61,11/25/2022,S09,Not IC
O45053,C00534,N. America,IFT4330,Reflector oven #1,1,$736.61,4/25/2023,S06,Not IC
O45053,C00534,N. America,IFT4330,Reflector oven #1,1,$282.40,4/25/2023,S06,Not IC
O45053,C00534,N. America,IFT4256,Pressure fryer #3,1,$265.06,4/25/2023,S06,Not IC
O45053,C00534,N. America,IFT4330,Reflector oven #1,1,$199.92,4/25/2023,S06,Not IC
O45053,C00534,N. America,IFT4330,Reflector oven #1,1,$189.04,4/25/2023,S06,Not IC
O45053,C00534,N. America,IFT4000,Pressure cooker #2,1,$110.92,4/25/2023,S06,Not IC
O45053,C00534,N. America,IFT4460,Rocket mass heater #2,1,$109.36,4/25/2023,S06,Not IC
O45057,C03763,N. America,IFT4346,Rice polisher #3,2,$102.09,12/25/2022,S21,Not IC
O45063,C01672,LATAM,I136608,Crepe maker #2,1,$411.81,12/26/2022,S45,Intercompany
O45063,C01672,LATAM,I136258,Communal oven #1,1,$115.89,12/26/2022,S45,Intercompany
O45065,C06836,EMEA,I135000,Clome oven #2,1,$400.62,11/26/2022,S60,Not IC
O45065,C06836,EMEA,I133336,Beehive oven #1,1,$296.24,11/26/2022,S60,Not IC
O45069,C06836,EMEA,I134500,Chorkor oven #1,1,$575.07,10/26/2022,S60,Not IC
O45069,C06836,EMEA,I133336,Beehive oven #1,1,$348.82,10/26/2022,S60,Not IC
O45071,C06836,EMEA,I350000,Kitchener range #3,1,$212.48,3/26/2023,S60,Not IC
O45071,C06836,EMEA,I350330,Oven #2,1,$154.36,3/26/2023,S60,Not IC
O45071,C06836,EMEA,I350330,Oven #2,1,$130.26,3/26/2023,S60,Not IC
O45083,C00531,LATAM,I512500,Solar cooker #2,1,$154.44,1/26/2022,S22,Not IC
O45093,C02751,EMEA,I950336,Hibachi #1,3,$710.22,1/26/2023,S30,Intercompany
O45097,C03738,EMEA,I302336,Flattop grill #1,1,$276.90,10/26/2023,S77,Intercompany
O45097,C03738,EMEA,I303330,Hot box (appliance) #3,1,$255.57,10/26/2023,S77,Intercompany
O45097,C03738,EMEA,I302336,Flattop grill #1,1,$252.35,10/26/2023,S77,Intercompany
O45097,C03738,EMEA,I303000,Halogen oven #1,1,$112.31,10/26/2023,S77,Intercompany
O45105,C00529,N. America,I350258,Mess kit #2,4,$83.46,2/26/2023,S21,Not IC
O45115,C07523,EMEA,I303258,Hibachi #2,1,$349.61,2/26/2023,S36,Not IC
O45127,C00528,APAC,I293000,Butane torch #2,1,$300.40,4/27/2023,S59,Intercompany
O45127,C00528,APAC,I293330,Chocolatera #2,1,$295.59,4/27/2023,S59,Intercompany
O45127,C00528,APAC,I293617,Combi steamer #2,3,$260.59,4/27/2023,S59,Intercompany
O45127,C00528,APAC,I240610,Roasting jack #3,10,$101.39,4/27/2023,S59,Intercompany
O45131,C03254,LATAM,I134336,Cheesemelter #2,2,$521.84,12/27/2022,S69,Not IC
O45133,C07356,N. America,I302336,Flattop grill #1,1,$387.74,12/27/2022,S09,Not IC
O45135,C00500,APAC,I350610,Pressure cooker #3,15,$761.64,10/27/2023,S60,Not IC
O45135,C00500,APAC,I136500,Corn roaster #1,1,$674.85,10/27/2023,S60,Not IC
O45135,C00500,APAC,I135000,Clome oven #2,1,$420.89,10/27/2023,S60,Not IC
O45135,C00500,APAC,I136330,Convection microwave #2,1,$363.86,10/27/2023,S60,Not IC
O45135,C00500,APAC,I133336,Beehive oven #1,1,$320.57,10/27/2023,S60,Not IC
O45135,C00500,APAC,I136258,Communal oven #1,1,$311.60,10/27/2023,S60,Not IC
O45135,C00500,APAC,I136258,Communal oven #1,1,$261.96,10/27/2023,S60,Not IC
O45135,C00500,APAC,I136258,Communal oven #1,1,$252.86,10/27/2023,S60,Not IC
O45135,C00500,APAC,I136258,Communal oven #1,1,$238.08,10/27/2023,S60,Not IC
O45135,C00500,APAC,I350000,Kitchener range #3,1,$224.45,10/27/2023,S60,Not IC
O45135,C00500,APAC,I350258,Mess kit #2,2,$142.84,10/27/2023,S60,Not IC
O45135,C00500,APAC,I350330,Oven #2,1,$127.32,10/27/2023,S60,Not IC
O45137,C00500,APAC,I350610,Pressure cooker #3,15,$750.52,4/27/2023,S60,Not IC
O45137,C00500,APAC,I350000,Kitchener range #3,1,$221.16,4/27/2023,S60,Not IC
O45137,C00500,APAC,I350258,Mess kit #2,2,$140.75,4/27/2023,S60,Not IC
O45137,C00500,APAC,I950617,Hot plate #3,1,$134.32,4/27/2023,S60,Not IC
O45137,C00500,APAC,I350330,Oven #2,1,$125.46,4/27/2023,S60,Not IC
O45137,C00500,APAC,I350330,Oven #2,1,$105.87,4/27/2023,S60,Not IC
O45139,C04625,LATAM,I920617,Corn roaster #2,4,$437.19,10/27/2023,S70,Not IC
O45139,C04625,LATAM,I350258,Mess kit #2,5,$339.48,10/27/2023,S70,Not IC
O45139,C04625,LATAM,I950617,Hot plate #3,1,$165.27,10/27/2023,S70,Not IC
O45139,C04625,LATAM,I920617,Corn roaster #2,1,$118.12,10/27/2023,S70,Not IC
O45187,C03254,LATAM,I303000,Halogen oven #1,1,$644.68,3/30/2022,S69,Not IC
O45201,C00518,LATAM,I580000,Waffle iron #3,1,$100.44,4/30/2023,S22,Not IC
O45207,C05635,N. America,I950336,Hibachi #1,2,$678.25,3/30/2023,S09,Not IC
O45207,C05635,N. America,I302336,Flattop grill #1,3,$389.50,3/30/2023,S09,Not IC
O45213,C00516,N. America,I134500,Chorkor oven #1,1,$448.90,4/30/2023,S05,Not IC
O45213,C00516,N. America,I133336,Beehive oven #1,1,$395.69,4/30/2023,S05,Not IC
O45213,C00516,N. America,I134330,Chapati maker #1,1,$95.73,4/30/2023,S05,Not IC
O45227,C00973,EMEA,IP05326,Self-cleaning oven #2,8,$240.07,4/30/2023,S31,Intercompany
O45235,C02963,N. America,I302258,Fire pot #3,9,$400.14,3/31/2023,S09,Not IC
O45235,C02963,N. America,I302610,Griddle #3,10,$213.64,3/31/2023,S09,Not IC
O45241,C04605,EMEA,I170333,Electric cooker #2,12,$323.17,3/3/2023,S77,Intercompany
O45243,C03254,LATAM,I920617,Corn roaster #2,10,$550.47,3/31/2023,S69,Not IC
O45245,C00512,LATAM,I293336,Chorkor oven #3,1,$658.55,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293000,Butane torch #2,1,$387.60,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293330,Chocolatera #2,1,$329.36,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293258,Cheesemelter #1,1,$303.39,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293330,Chocolatera #2,1,$237.85,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293330,Chocolatera #2,1,$132.22,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293617,Combi steamer #2,1,$102.93,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293330,Chocolatera #2,1,$102.63,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293330,Chocolatera #2,1,$102.63,10/31/2023,S29,Not IC
O45245,C00512,LATAM,I293258,Cheesemelter #1,1,$77.74,10/31/2023,S29,Not IC
O45249,C00511,APAC,I950617,Hot plate #3,2,$269.35,10/31/2023,S60,Not IC
O45249,C00511,APAC,I961000,Mess kit #1,1,$191.17,10/31/2023,S60,Not IC
O45249,C00511,APAC,I950617,Hot plate #3,1,$140.01,10/31/2023,S60,Not IC
O45251,C06098,LATAM,I920160,Convection microwave #3,12,$436.15,1/31/2023,S39,Not IC
O45251,C06098,LATAM,I236617,Pancake machine #1,6,$95.41,1/31/2023,S39,Not IC
O45255,C00509,EMEA,I135000,Clome oven #2,1,$457.98,3/31/2023,S30,Intercompany
O45263,C00508,EMEA,I135001,Combi steamer #3,1,$457.98,5/1/2023,S32,Intercompany
O45263,C00508,EMEA,I133336,Beehive oven #1,1,$392.70,5/1/2023,S32,Intercompany
O45265,C00673,EMEA,I135001,Combi steamer #3,1,$457.98,3/3/2023,S32,Intercompany
O45265,C00673,EMEA,I133336,Beehive oven #1,1,$392.70,3/3/2023,S32,Intercompany
O45267,C01148,EMEA,I248336,Self-cleaning oven #1,2,$890.99,10/31/2023,S77,Intercompany
O45267,C01148,EMEA,I242336,Rocket mass heater #1,2,$621.56,10/31/2023,S77,Intercompany
O45267,C01148,EMEA,I302336,Flattop grill #1,6,$535.13,10/31/2023,S77,Intercompany
O45267,C01148,EMEA,I512336,Self-cleaning oven #3,2,$212.34,10/31/2023,S77,Intercompany
O45267,C01148,EMEA,I239336,Rice cooker #1,6,$172.51,10/31/2023,S77,Intercompany
O45267,C01148,EMEA,I350336,Pancake machine #3,6,$169.56,10/31/2023,S77,Intercompany
O45267,C01148,EMEA,I134336,Cheesemelter #2,6,$129.20,10/31/2023,S77,Intercompany
O45275,C04766,EMEA,I350340,Panini sandwich grill #1,1,$100.66,1/31/2022,S30,Intercompany
O45279,C06682,N. America,I950348,Hot box (appliance) #2,1,$114.78,5/1/2022,S05,Not IC
O45283,C00507,N. America,I302336,Flattop grill #1,1,$387.74,12/31/2022,S21,Not IC
O45287,C07380,N. America,I511772,Rotisserie #2,1,$721.69,10/31/2023,S21,Not IC
O45287,C07380,N. America,I511258,Rotimatic #1,1,$285.52,10/31/2023,S21,Not IC
O45295,C03007,N. America,I810600,Chorkor oven #2,1,$186.06,5/1/2023,S09,Not IC
O45295,C03007,N. America,I810600,Chorkor oven #2,1,$170.79,5/1/2023,S09,Not IC
O45299,C00505,LATAM,I800001,Wet grinder #1,1,$380.41,5/1/2022,S09,Not IC
O45305,C05588,N. America,I950617,Hot plate #3,1,$165.27,3/1/2023,S14,Not IC
O45305,C05588,N. America,I950617,Hot plate #3,1,$165.27,3/1/2023,S14,Not IC
O45305,C05588,N. America,I291617,Wet grinder #2,2,$141.42,3/1/2023,S14,Not IC
O45305,C05588,N. America,I236617,Pancake machine #1,5,$80.33,3/1/2023,S14,Not IC
O45307,C05588,N. America,I950617,Hot plate #3,1,$165.27,4/1/2023,S14,Not IC
O45307,C05588,N. America,I950617,Hot plate #3,1,$165.27,4/1/2023,S14,Not IC
O45307,C05588,N. America,I291617,Wet grinder #2,2,$141.42,4/1/2023,S14,Not IC
O45307,C05588,N. America,I236617,Pancake machine #1,5,$80.33,4/1/2023,S14,Not IC
O45309,C05588,N. America,I291617,Wet grinder #2,3,$207.36,2/1/2023,S14,Not IC
O45309,C05588,N. America,I950617,Hot plate #3,1,$165.27,2/1/2023,S14,Not IC
O45309,C05588,N. America,I950617,Hot plate #3,1,$165.27,2/1/2023,S14,Not IC
O45309,C05588,N. America,I236617,Pancake machine #1,5,$80.33,2/1/2023,S14,Not IC
O45315,C09227,LATAM,I920617,Corn roaster #2,2,$227.25,4/1/2023,S36,Not IC
O45315,C09227,LATAM,I133258,Barbecue grill #3,1,$144.22,4/1/2023,S36,Not IC
O45315,C09227,LATAM,I920160,Convection microwave #3,2,$80.36,4/1/2023,S36,Not IC
O45325,C02723,N. America,I800600,Beehive oven #2,1,$112.27,3/1/2022,S21,Not IC
O45327,C00501,EMEA,I920617,Corn roaster #2,2,$203.95,11/1/2022,S77,Intercompany
O45327,C00501,EMEA,I920617,Corn roaster #2,1,$109.77,11/1/2022,S77,Intercompany
O45339,C00961,N. America,I920160,Convection microwave #3,2,$101.00,5/1/2023,S06,Not IC
O45343,C07909,N. America,I300258,Crepe maker #1,6,$425.16,2/1/2023,S09,Not IC
O45343,C07909,N. America,I300258,Crepe maker #1,6,$299.58,2/1/2023,S09,Not IC
O45349,C05591,N. America,I511258,Rotimatic #1,3,$805.45,1/1/2022,S09,Not IC
O45359,C06119,LATAM,I920556,Convection oven #1,1,$847.62,2/2/2023,S22,Not IC
O45359,C06119,LATAM,I950336,Hibachi #1,2,$539.70,2/2/2023,S22,Not IC
O45361,C06119,LATAM,I920160,Convection microwave #3,10,$367.18,4/2/2023,S22,Not IC
O45361,C06119,LATAM,I950336,Hibachi #1,1,$280.53,4/2/2023,S22,Not IC
O45361,C06119,LATAM,I920617,Corn roaster #2,14,$274.44,4/2/2023,S22,Not IC
O45361,C06119,LATAM,I930258,Electric cooker #3,10,$272.16,4/2/2023,S22,Not IC
O45361,C06119,LATAM,I512328,Sandwich toaster #2,4,$260.41,4/2/2023,S22,Not IC
O45361,C06119,LATAM,I302340,Food steamer #2,1,$243.53,4/2/2023,S22,Not IC
O45361,C06119,LATAM,I922258,Crepe maker #3,12,$126.84,4/2/2023,S22,Not IC
O45363,C01560,APAC,I350000,Kitchener range #3,1,$217.40,2/2/2023,S60,Not IC
O45363,C01560,APAC,I350610,Pressure cooker #3,5,$129.57,2/2/2023,S60,Not IC
O45363,C01560,APAC,I350330,Oven #2,1,$117.54,2/2/2023,S60,Not IC
O45365,C01560,APAC,I293000,Butane torch #2,1,$253.37,1/2/2023,S60,Not IC
O45365,C01560,APAC,I293330,Chocolatera #2,1,$249.32,1/2/2023,S60,Not IC
O45387,C09010,EMEA,I350258,Mess kit #2,3,$188.10,1/2/2022,S32,Intercompany
O45389,C07917,N. America,I511258,Rotimatic #1,1,$285.52,1/2/2023,S09,Not IC
O45399,C00495,LATAM,I133336,Beehive oven #1,1,$549.91,4/2/2022,S09,Not IC
O45405,C08737,N. America,I350336,Pancake machine #3,1,$82.50,3/2/2022,S05,Not IC
O45407,C02723,N. America,I800600,Beehive oven #2,1,$112.27,11/2/2022,S21,Not IC
O45413,C05908,LATAM,I205336,Masonry oven #2,1,$506.88,4/3/2023,S57,Not IC
O45413,C05908,LATAM,I302336,Flattop grill #1,5,$501.99,4/3/2023,S57,Not IC
O45417,C00921,LATAM,I950617,Hot plate #3,4,$768.75,3/3/2023,S45,Not IC
O45417,C00921,LATAM,I950617,Hot plate #3,4,$768.75,3/3/2023,S45,Not IC
O45417,C00921,LATAM,I962000,Microwave oven #2,1,$297.58,3/3/2023,S45,Not IC
O45417,C00921,LATAM,I920160,Convection microwave #3,2,$101.00,3/3/2023,S45,Not IC
O45421,C03775,EMEA,I512340,Slow cooker #1,1,$372.76,5/3/2023,S32,Intercompany
O45421,C03775,EMEA,I512340,Slow cooker #1,1,$360.57,5/3/2023,S32,Intercompany
O45421,C03775,EMEA,I512626,Soy milk maker #1,1,$237.78,5/3/2023,S32,Intercompany
O45421,C03775,EMEA,I511258,Rotimatic #1,1,$203.90,5/3/2023,S32,Intercompany
O45425,C00492,EMEA,I134330,Chapati maker #1,1,$106.99,1/3/2022,S32,Intercompany
O45427,C05623,N. America,I511258,Rotimatic #1,1,$285.52,2/3/2023,S09,Not IC
O45427,C05623,N. America,I302258,Fire pot #3,6,$232.16,2/3/2023,S09,Not IC
O45427,C05623,N. America,I302610,Griddle #3,10,$213.64,2/3/2023,S09,Not IC
O45429,C05845,EMEA,I136258,Communal oven #1,1,$165.53,4/3/2023,S14,Not IC
O45431,C03130,N. America,I512340,Slow cooker #1,2,$971.37,5/3/2023,S05,Not IC
O45431,C03130,N. America,I511258,Rotimatic #1,2,$549.30,5/3/2023,S05,Not IC
O45431,C03130,N. America,I512340,Slow cooker #1,2,$100.42,5/3/2023,S05,Not IC
O45435,C04683,LATAM,I520328,Stove #2,3,$164.06,5/3/2023,S78,Not IC
O45435,C04683,LATAM,I230610,Mess kit #3,5,$85.91,5/3/2023,S78,Not IC
O45435,C04683,LATAM,I236617,Pancake machine #1,5,$80.33,5/3/2023,S78,Not IC
O45445,C00485,LATAM,I510098,Rice polisher #1,1,$588.35,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I512340,Slow cooker #1,1,$556.45,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I512340,Slow cooker #1,1,$467.02,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I512340,Slow cooker #1,1,$451.73,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I512340,Slow cooker #1,1,$372.99,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I510098,Rice polisher #1,1,$367.39,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I512098,Russian oven #3,1,$350.21,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I512626,Soy milk maker #1,1,$297.90,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I511258,Rotimatic #1,1,$255.45,4/3/2023,S72,Not IC
O45445,C00485,LATAM,I510258,Roasting jack #2,1,$100.87,4/3/2023,S72,Not IC
O45471,C00482,N. America,I134500,Chorkor oven #1,1,$495.50,4/6/2023,S05,Not IC
O45471,C00482,N. America,I133336,Beehive oven #1,1,$377.40,4/6/2023,S05,Not IC
O45471,C00482,N. America,I134330,Chapati maker #1,1,$91.30,4/6/2023,S05,Not IC
O45473,C06119,LATAM,I302336,Flattop grill #1,5,$501.99,2/6/2023,S22,Not IC
O45473,C06119,LATAM,I512336,Self-cleaning oven #3,2,$401.65,2/6/2023,S22,Not IC
O45473,C06119,LATAM,I231336,Multicooker #2,4,$123.92,2/6/2023,S22,Not IC
O45473,C06119,LATAM,I239336,Rice cooker #1,3,$99.92,2/6/2023,S22,Not IC
O45475,C03254,LATAM,I230610,Mess kit #3,10,$187.76,5/6/2022,S69,Not IC
O45479,C03005,LATAM,I950617,Hot plate #3,1,$207.70,4/6/2023,S29,Not IC
O45479,C03005,LATAM,I950617,Hot plate #3,1,$207.70,4/6/2023,S29,Not IC
O45479,C03005,LATAM,I950617,Hot plate #3,1,$207.70,4/6/2023,S29,Not IC
O45485,C07709,LATAM,I950348,Hot box (appliance) #2,1,$913.33,11/6/2022,S63,Not IC
O45487,C07045,N. America,I950258,Halogen oven #3,2,$110.75,5/6/2023,S05,Not IC
O45493,C00478,EMEA,I950617,Hot plate #3,1,$148.32,3/6/2023,S31,Intercompany
O45495,C06119,LATAM,I950336,Hibachi #1,5,$128.18,3/6/2023,S22,Not IC
O45497,C07002,N. America,I302610,Griddle #3,6,$131.90,2/6/2022,S05,Not IC
O45499,C06049,N. America,I920160,Convection microwave #3,8,$373.81,12/6/2022,S04,Not IC
O45503,C02151,LATAM,I236617,Pancake machine #1,5,$100.94,2/6/2023,S09,Not IC
O45505,C06677,N. America,I242500,Rotimatic #2,1,$326.55,11/6/2022,S09,Not IC
O45519,C02560,EMEA,I302610,Griddle #3,10,$152.57,2/7/2022,S31,Intercompany
O45521,C02681,EMEA,I302610,Griddle #3,15,$274.08,2/7/2023,S31,Intercompany
O45523,C00475,EMEA,I300610,Espresso machine #2,4,$118.92,3/7/2023,S27,Intercompany
O45529,C00474,EMEA,I136500,Corn roaster #1,1,$734.31,1/7/2023,S52,Not IC
O45529,C00474,EMEA,I136330,Convection microwave #2,1,$414.58,1/7/2023,S52,Not IC
O45533,C05762,N. America,I950258,Halogen oven #3,6,$229.43,1/7/2022,S06,Not IC
O45535,C00473,N. America,IFT4330,Reflector oven #1,1,$282.40,12/7/2022,S05,Not IC
O45539,C04951,LATAM,I302610,Griddle #3,15,$602.67,3/7/2022,S20,Not IC
O45541,C02650,APAC,I303258,Hibachi #2,2,$603.63,3/7/2023,S59,Intercompany
O45541,C02650,APAC,I201258,Fire pot #1,1,$322.50,3/7/2023,S59,Intercompany
O45541,C02650,APAC,I136258,Communal oven #1,11,$313.57,3/7/2023,S59,Intercompany
O45541,C02650,APAC,I930258,Electric cooker #3,2,$204.04,3/7/2023,S59,Intercompany
O45547,C05677,N. America,I302610,Griddle #3,3,$84.00,2/7/2022,S06,Not IC
O45549,C08905,N. America,I350340,Panini sandwich grill #1,1,$375.41,4/7/2022,S05,Not IC
O45551,C08286,N. America,I303000,Halogen oven #1,1,$149.51,3/8/2023,S09,Not IC
O45555,C05829,LATAM,I920617,Corn roaster #2,2,$235.31,5/8/2023,S29,Not IC
O45555,C05829,LATAM,I920617,Corn roaster #2,2,$229.90,5/8/2023,S29,Not IC
O45555,C05829,LATAM,I920617,Corn roaster #2,2,$227.25,5/8/2023,S29,Not IC
O45555,C05829,LATAM,I920617,Corn roaster #2,2,$227.25,5/8/2023,S29,Not IC
O45555,C05829,LATAM,I920617,Corn roaster #2,2,$227.25,5/8/2023,S29,Not IC
O45557,C04660,EMEA,I248327,Sandwich toaster #3,1,$81.07,3/8/2023,S30,Not IC
O45561,C04846,EMEA,I236617,Pancake machine #1,6,$146.87,11/8/2022,S32,Intercompany
O45567,C01530,N. America,I538617,Tandoor #1,6,$586.85,12/8/2022,S09,Not IC
O45585,C06061,N. America,I930258,Electric cooker #3,8,$74.87,3/8/2022,S06,Not IC
O45603,C08810,N. America,I512340,Slow cooker #1,2,$971.37,4/8/2023,S05,Not IC
