no,description,standardCost,qtyonPurchOrder,qtyonSalesOrder,replenishmentSystem,itemCategoryCode,Qty_onServiceOrder,c011_Consumable,qtyonProdOrder,qtyonComponentLines
X7630,Class X #7630,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7633,Class X #7633,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7634,Class X #7634,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7635,Class X #7635,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7636,Class X #7636,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7639,Class X #7639,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7640,Class X #7640,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7641,Class X #7641,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7642,Class X #7642,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7643,Class X #7643,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7644,Class X #7644,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7646,Class X #7646,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7647,Class X #7647,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7649,Class X #7649,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7650,Class X #7650,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7651,Class X #7651,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7652,Class X #7652,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7653,Class X #7653,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7654,Class X #7654,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7655,Class X #7655,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7656,Class X #7656,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7657,Class X #7657,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7658,Class X #7658,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7659,Class X #7659,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7660,Class X #7660,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7661,Class X #7661,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7662,Class X #7662,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7663,Class X #7663,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7664,Class X #7664,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7665,Class X #7665,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7668,Class X #7668,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7669,Class X #7669,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7670,Class X #7670,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7671,Class X #7671,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7672,Class X #7672,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7673,Class X #7673,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7674,Class X #7674,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7675,Class X #7675,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7676,Class X #7676,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7678,Class X #7678,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7679,Class X #7679,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7680,Class X #7680,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7681,Class X #7681,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7682,Class X #7682,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7684,Class X #7684,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7685,Class X #7685,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7686,Class X #7686,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7687,Class X #7687,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7688,Class X #7688,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7689,Class X #7689,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7691,Class X #7691,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7693,Class X #7693,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7694,Class X #7694,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7695,Class X #7695,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7696,Class X #7696,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7698,Class X #7698,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7700,Class X #7700,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7701,Class X #7701,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7702,Class X #7702,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7703,Class X #7703,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7705,Class X #7705,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7706,Class X #7706,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7707,Class X #7707,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7708,Class X #7708,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7709,Class X #7709,0,0,-10,Prod. Order,XXX,0,FALSE,0,0
X7710,Class X #7710,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7711,Class X #7711,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7713,Class X #7713,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7715,Class X #7715,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7716,Class X #7716,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7717,Class X #7717,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7718,Class X #7718,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7719,Class X #7719,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7720,Class X #7720,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7721,Class X #7721,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7723,Class X #7723,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7724,Class X #7724,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7725,Class X #7725,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7726,Class X #7726,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7727,Class X #7727,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7728,Class X #7728,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7729,Class X #7729,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7730,Class X #7730,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7731,Class X #7731,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7732,Class X #7732,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7733,Class X #7733,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7734,Class X #7734,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7735,Class X #7735,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7736,Class X #7736,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7737,Class X #7737,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7739,Class X #7739,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7741,Class X #7741,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7742,Class X #7742,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7744,Class X #7744,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7745,Class X #7745,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7746,Class X #7746,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7747,Class X #7747,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7748,Class X #7748,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7749,Class X #7749,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7750,Class X #7750,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7751,Class X #7751,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7752,Class X #7752,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7753,Class X #7753,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7754,Class X #7754,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7755,Class X #7755,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7756,Class X #7756,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7757,Class X #7757,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7758,Class X #7758,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7761,Class X #7761,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7763,Class X #7763,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7764,Class X #7764,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7765,Class X #7765,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7766,Class X #7766,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7767,Class X #7767,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7768,Class X #7768,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7770,Class X #7770,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7771,Class X #7771,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7772,Class X #7772,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7773,Class X #7773,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7774,Class X #7774,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7775,Class X #7775,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7777,Class X #7777,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7778,Class X #7778,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7779,Class X #7779,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7780,Class X #7780,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7781,Class X #7781,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7782,Class X #7782,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7783,Class X #7783,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7784,Class X #7784,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7785,Class X #7785,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7786,Class X #7786,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7787,Class X #7787,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7788,Class X #7788,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7789,Class X #7789,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7790,Class X #7790,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7791,Class X #7791,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7792,Class X #7792,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7793,Class X #7793,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7794,Class X #7794,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7795,Class X #7795,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7796,Class X #7796,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7798,Class X #7798,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7799,Class X #7799,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7800,Class X #7800,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7801,Class X #7801,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7802,Class X #7802,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7803,Class X #7803,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7804,Class X #7804,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7806,Class X #7806,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7807,Class X #7807,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7812,Class X #7812,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7813,Class X #7813,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7814,Class X #7814,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7815,Class X #7815,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7816,Class X #7816,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7817,Class X #7817,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7818,Class X #7818,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7819,Class X #7819,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7820,Class X #7820,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7821,Class X #7821,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7822,Class X #7822,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7823,Class X #7823,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7824,Class X #7824,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7825,Class X #7825,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7826,Class X #7826,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7828,Class X #7828,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7829,Class X #7829,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7830,Class X #7830,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7831,Class X #7831,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7832,Class X #7832,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7833,Class X #7833,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7834,Class X #7834,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7835,Class X #7835,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7836,Class X #7836,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7838,Class X #7838,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7840,Class X #7840,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7841,Class X #7841,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7842,Class X #7842,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7843,Class X #7843,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7844,Class X #7844,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7845,Class X #7845,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7846,Class X #7846,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7847,Class X #7847,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7848,Class X #7848,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7850,Class X #7850,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7851,Class X #7851,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7852,Class X #7852,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7853,Class X #7853,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7854,Class X #7854,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7855,Class X #7855,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7856,Class X #7856,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7857,Class X #7857,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7858,Class X #7858,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7859,Class X #7859,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7860,Class X #7860,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7861,Class X #7861,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7863,Class X #7863,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7864,Class X #7864,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7865,Class X #7865,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7867,Class X #7867,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7868,Class X #7868,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7869,Class X #7869,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7871,Class X #7871,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7872,Class X #7872,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7873,Class X #7873,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7874,Class X #7874,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7877,Class X #7877,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7878,Class X #7878,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7880,Class X #7880,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7881,Class X #7881,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7882,Class X #7882,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7883,Class X #7883,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7885,Class X #7885,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7886,Class X #7886,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7887,Class X #7887,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7888,Class X #7888,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7889,Class X #7889,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7890,Class X #7890,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7891,Class X #7891,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7892,Class X #7892,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7893,Class X #7893,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7894,Class X #7894,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7895,Class X #7895,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7896,Class X #7896,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7898,Class X #7898,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7899,Class X #7899,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7900,Class X #7900,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7902,Class X #7902,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7904,Class X #7904,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7905,Class X #7905,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7907,Class X #7907,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7908,Class X #7908,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7909,Class X #7909,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7910,Class X #7910,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7911,Class X #7911,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7912,Class X #7912,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7913,Class X #7913,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7914,Class X #7914,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7915,Class X #7915,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7916,Class X #7916,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7919,Class X #7919,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7922,Class X #7922,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7923,Class X #7923,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7924,Class X #7924,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7925,Class X #7925,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7926,Class X #7926,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7927,Class X #7927,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7928,Class X #7928,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7929,Class X #7929,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7930,Class X #7930,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7931,Class X #7931,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7932,Class X #7932,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7935,Class X #7935,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7936,Class X #7936,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7937,Class X #7937,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7938,Class X #7938,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7939,Class X #7939,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7940,Class X #7940,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7941,Class X #7941,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7942,Class X #7942,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7943,Class X #7943,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7944,Class X #7944,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7945,Class X #7945,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7946,Class X #7946,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7947,Class X #7947,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7949,Class X #7949,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7950,Class X #7950,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7951,Class X #7951,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7952,Class X #7952,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7954,Class X #7954,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7956,Class X #7956,0,0,1,Prod. Order,XXX,0,FALSE,0,0
X7957,Class X #7957,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7958,Class X #7958,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7959,Class X #7959,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7960,Class X #7960,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7961,Class X #7961,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7962,Class X #7962,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7963,Class X #7963,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7964,Class X #7964,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7965,Class X #7965,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7966,Class X #7966,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7967,Class X #7967,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7968,Class X #7968,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7969,Class X #7969,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7971,Class X #7971,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7972,Class X #7972,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7973,Class X #7973,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7974,Class X #7974,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7975,Class X #7975,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7976,Class X #7976,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7977,Class X #7977,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7978,Class X #7978,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7979,Class X #7979,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7980,Class X #7980,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7981,Class X #7981,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7982,Class X #7982,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7983,Class X #7983,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7984,Class X #7984,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7985,Class X #7985,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7986,Class X #7986,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7987,Class X #7987,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7988,Class X #7988,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7989,Class X #7989,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7990,Class X #7990,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7991,Class X #7991,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7994,Class X #7994,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7995,Class X #7995,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7996,Class X #7996,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7997,Class X #7997,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7998,Class X #7998,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X7999,Class X #7999,0,0,0,Prod. Order,XXX,0,FALSE,0,0
X8000,Class X #8000,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8001,Class X #8001,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8002,Class X #8002,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8003,Class X #8003,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8004,Class X #8004,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8006,Class X #8006,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8007,Class X #8007,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8008,Class X #8008,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8009,Class X #8009,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8010,Class X #8010,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8011,Class X #8011,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8012,Class X #8012,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8013,Class X #8013,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8014,Class X #8014,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8016,Class X #8016,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8017,Class X #8017,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8021,Class X #8021,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8023,Class X #8023,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8024,Class X #8024,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8025,Class X #8025,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8026,Class X #8026,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8027,Class X #8027,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8028,Class X #8028,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8030,Class X #8030,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8031,Class X #8031,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8032,Class X #8032,0,0,1,Prod. Order,XXX,0,TRUE,0,0
X8033,Class X #8033,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8034,Class X #8034,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8035,Class X #8035,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8036,Class X #8036,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8037,Class X #8037,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8039,Class X #8039,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8040,Class X #8040,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8041,Class X #8041,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8042,Class X #8042,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8043,Class X #8043,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8044,Class X #8044,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8045,Class X #8045,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8046,Class X #8046,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8047,Class X #8047,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8049,Class X #8049,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8051,Class X #8051,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8052,Class X #8052,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8053,Class X #8053,0,0,0,Prod. Order,XXX,0,TRUE,0,0
X8054,Class X #8054,0,0,0,Prod. Order,XXX,0,TRUE,0,0
